src,tgt,current_line,New Line,Line,abs_src_Length,abs_src_MaxDepDepth,abs_src_MaxDepLength,abs_src_DiffWords,abs_src_Leven,abs_src_WordCount,abs_tgt_Length,abs_tgt_MaxDepDepth,abs_tgt_MaxDepLength,abs_tgt_DiffWords,abs_tgt_Leven,abs_tgt_WordCount,Length_ratio,MaxDepDepth_ratio,MaxDepLength_ratio,DiffWords_ratio,Leven_ratio,WordCount_ratio,abs_src_FreqRank,abs_tgt_FreqRank,FreqRank_ratio,abs_src_FKGL_Grade,abs_tgt_FKGL_Grade,FKGL_Grade_ratio,abs_src_ARI_Grade,abs_tgt_ARI_Grade,ARI_Grade_ratio,similarity,label,"(2, 'label')","(3, 'label')","(4, 'label')","(5, 'label')","(6, 'label')","(7, 'label')","(8, 'label')","(2, 'label').1","(3, 'label').1","(4, 'label').1","(5, 'label').1","(6, 'label').1"
"It was scheduled to be released in 2007, but the production was canceled in early 2006 after Disney acquired Pixar and canceled all projects not related to a consumer product line.","It was scheduled to be released in 2007, but the production was canceled in early 2006 after Disney bought Pixar and canceled all projects not related to a consumer product line.",152640,153854,117630,180.0,9.0,11.0,9.0,0.97,31.0,178.0,9.0,11.0,8.0,0.97,31.0,0.99,1.0,1.0,0.89,0.97,1.0,8.25,8.15,0.99,13,13,1.0,14,14,1.0,0.9956489205360411,1,1,1,1,1,0,1,1,1,1,1,1,0
Alpay Fehmi Ã - zalan (born 29 May 1973) is a former Turkish footballer.,Alpay Ã - zalan (born 29 May 1973) is a former Turkish football player.,123875,124857,287999,72.0,4.0,7.0,6.0,0.92,14.0,71.0,4.0,7.0,4.0,0.92,14.0,0.99,1.0,1.0,0.67,0.92,1.0,12.81,8.67,0.68,7,7,1.0,6,6,1.0,0.9585620760917664,1,1,1,1,1,0,1,1,1,1,1,1,0
"Sana'a (Arabic: & lrm;,; also spelt Sanaa or an '') is the capital of Yemen and the center of San 'a' Governorate.","Sana'a or San '(Arabic:, romanized as an or Sanaa), has a population 1,747,627 (/O2004/O), is the capital city of Yemen and the center of Sana'a Governorate.",172777,174148,28744,114.0,7.0,10.0,2.0,0.7,22.0,157.0,5.0,10.0,4.0,0.7,26.0,1.38,0.71,1.0,2.0,0.7,1.18,11.89,13.17,1.11,9,11,1.22,10,14,1.4,0.8864632248878479,1,1,1,1,1,0,1,1,1,1,1,1,0
He also appeared in the thriller Assassins (1995) with co stars Julianne Moore and Antonio Banderas.,He also appeared in the thriller Assassins (1995) with the other stars Julianne Moore and Antonio Banderas.,137788,138874,63283,100.0,5.0,8.0,5.0,0.96,16.0,107.0,5.0,8.0,5.0,0.96,17.0,1.07,1.0,1.0,1.0,0.96,1.06,10.06,10.31,1.02,8,9,1.12,12,12,1.0,0.9641473889350892,1,1,1,1,1,0,1,1,1,1,1,1,0
The act of assigning the level of sensitivity to data is called data classification.,The operation of assigning the level of sensitivity to data is called data classification.,91786,92517,185814,84.0,8.0,10.0,4.0,0.95,14.0,90.0,8.0,10.0,5.0,0.95,14.0,1.07,1.0,1.0,1.25,0.95,1.0,8.95,8.95,1.0,12,13,1.08,9,12,1.33,0.9883111715316772,1,1,1,1,1,0,1,1,1,1,1,1,0
"The garden was established in 1544 under Cosimo I de 'Medici as the first university botanical garden in Europe, and entrusted to the famous botanist Luca Ghini of Imola.","The garden was started in 1544 under Cosimo I de Medici as the first university botanical garden in Europe, and it was put under the care of the famous botanist Luca Ghini of Imola.",107547,108405,177802,170.0,5.0,19.0,11.0,0.9,29.0,181.0,7.0,20.0,10.0,0.9,34.0,1.06,1.4,1.05,0.91,0.9,1.17,10.41,10.32,0.99,13,13,1.0,14,14,1.0,0.934457302093506,1,1,1,1,1,0,1,1,1,1,1,1,0
MK and Lily share a sweet and happy relationship.,MK and Lily share a sweet and playful relationship.,158305,159560,29542,49.0,3.0,5.0,1.0,0.92,9.0,51.0,3.0,5.0,2.0,0.92,9.0,1.04,1.0,1.0,2.0,0.92,1.0,8.76,9.45,1.08,4,4,1.0,4,6,1.5,0.9805920124053956,1,1,1,1,1,0,1,1,1,1,1,1,0
"He is famous even today for his brilliant sacrificial attacking play, particularly in the ""Immortal Game"" (1851) and the ""Evergreen Game"" (1852).","He is still famous for his brilliant sacrificial attacking play, particularly in the 'Immortal Game' (1851) and the 'Evergreen Game' (1852).",131910,132955,234277,145.0,4.0,12.0,7.0,0.91,22.0,140.0,4.0,11.0,7.0,0.91,21.0,0.97,1.0,0.92,1.0,0.91,0.95,8.97,9.26,1.03,13,13,1.0,14,14,1.0,0.9172613024711608,1,1,1,1,1,0,1,1,1,1,1,1,0
"""Boys"", by Bauhaus, the B-side of the single ""Bela Lugosi's Dead""","""Boys"", by Bauhaus, the B-side of the single ""Bela Lugosis Dead""",189679,191170,217612,65.0,7.0,7.0,1.0,0.99,11.0,64.0,7.0,6.0,1.0,0.99,11.0,0.98,1.0,0.86,1.0,0.99,1.0,10.77,10.81,1.0,4,4,1.0,8,7,0.88,0.9622933864593506,1,1,1,1,1,0,1,1,1,1,1,1,0
"As a consequence of the reduction, the track lost three long straight sections and nine fast curves (5 were lost forever, 4 were made slower and are still there).",The track lost three long straight sections and three fast curves.,127169,128177,236767,162.0,7.0,12.0,5.0,0.54,29.0,66.0,3.0,4.0,1.0,0.54,11.0,0.41,0.43,0.33,0.2,0.54,0.38,8.19,7.29,0.89,11,2,0.18,14,8,0.57,0.6024752855300903,1,1,1,1,1,0,1,1,1,1,1,1,0
Chinese rock reached a peak of creativity and popularity between 1990 and 1993.,Chinese rock and rolls peak popularity was between 1990 and 1993.,94229,94976,105926,79.0,4.0,5.0,3.0,0.76,13.0,65.0,4.0,5.0,2.0,0.76,11.0,0.82,1.0,1.0,0.67,0.76,0.85,8.58,8.67,1.01,10,6,0.6,9,8,0.89,0.7769036889076233,1,1,1,1,1,0,1,1,1,1,1,1,0
Vestavia Hills is named for the 20 acre (8.09 hectare) estate of former Birmingham mayor George B. Ward.,"Chris Hammond - Major League Baseball Pitcher (Reds, Marlins, Braves, Yankees, A's, Padres)",196503,198033,52201,51.5,6.0,8.0,4.0,0.36,9.0,91.0,6.0,5.0,3.0,0.36,13.0,1.77,1.0,0.62,0.75,0.36,1.44,9.0,9.72,1.08,3,7,2.33,6,14,2.33,0.6283962726593018,0,1,1,1,1,0,1,1,1,1,1,1,0
"Protection can be indefinite, or expire after a specified time.",Create protection,61233,61739,223041,63.0,4.0,4.0,4.0,0.32,10.0,17.0,1.0,1.0,2.0,0.32,2.0,0.27,0.25,0.25,0.5,0.32,0.2,9.53,8.17,0.86,11,13,1.18,9,14,1.56,0.2828407883644104,0,1,1,1,1,0,1,1,1,1,1,1,0
"The Dauphin of France â ""strictly, The Dauphin of Viennois (Dauphin de Viennois) â"" was the title given to the heir apparent to the throne of France from 1350 to 1791, and from 1824 to 1830.","The Dauphin was the heir apparent to the throne of France from 1350 - 1791, and from 1824 - 1830.",122425,123393,91255,190.0,9.0,19.0,3.0,0.66,36.0,97.0,6.0,15.0,1.0,0.66,20.0,0.51,0.67,0.79,0.33,0.66,0.56,10.52,9.53,0.91,13,4,0.31,14,8,0.57,0.8407220244407654,1,1,1,1,1,0,1,1,1,1,1,1,0
Berlin had been part of the Province of Brandenburg since 1815.,"Tiergarten,",212919,214579,167228,63.0,5.0,7.0,2.0,0.19,11.0,11.0,1.0,0.0,1.0,0.19,1.0,0.17,0.2,0.07,0.5,0.19,0.09,8.53,12.19,1.43,4,8,2.0,7,14,2.0,0.2108545750379562,0,1,1,1,1,0,1,1,1,1,1,1,0
"However, in their second game of the final, Lasker reduced Capablanca to a helpless position and Capablanca was so shaken by this that he blundered away his next game to Siegbert Tarrasch.","However, in their second game of the final, Lasker reduced Capablanca to a helpless position and Capablanca was so shaken by this that he blundered away his next game to Tarrasch.",74097,74697,81544,188.0,5.0,11.0,9.0,0.98,32.0,179.0,5.0,11.0,8.0,0.98,31.0,0.95,1.0,1.0,0.89,0.98,0.97,11.84,11.63,0.98,13,13,1.0,14,14,1.0,0.9899744987487792,1,1,1,1,1,0,1,1,1,1,1,1,0
Blangerval-Blangermont is a commune in the Pas-de-Calais department in the Nord-Pas-de-Calais region of France.,It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France.,167599,168924,69090,111.0,8.0,9.0,5.0,0.63,14.0,100.0,9.0,7.0,2.0,0.63,16.0,0.9,1.12,0.78,0.4,0.63,1.14,10.76,10.6,0.99,12,8,0.67,14,12,0.86,0.9676802158355712,1,1,1,1,1,0,1,1,1,1,1,1,0
Observers point to the Explorer's 1969 expeditionary cruise to Antarctica as the frontrunner for today's sea-based tourism in that region.,The Explorer sank within 20 hours after striking an unknown submerged object reported to be ice.,62412,62928,48482,138.0,7.0,10.0,7.0,0.41,20.0,96.0,6.0,4.0,6.0,0.41,16.0,0.7,0.86,0.4,0.86,0.41,0.8,9.56,8.95,0.94,11,10,0.91,14,10,0.71,0.5655325055122375,0,1,1,1,1,0,1,1,1,1,1,1,0
He is a defender and currently plays for J. League side Urawa Red Diamonds.,He plays for Urawa Red Diamonds.,178840,180261,285206,37.0,6.0,6.0,3.0,0.6,7.0,32.0,3.0,3.0,1.0,0.6,6.0,0.86,0.5,0.5,0.33,0.6,0.86,8.85,10.01,1.13,4,2,0.5,3,3,1.0,0.7592269778251648,1,1,1,1,1,0,1,1,1,1,1,1,0
"He also served as Chancellor of the Exchequer four times (1853 - 1855, 1859 - 1866, 1873 - 1874, and 1880 - 1882).","This was more than any other person (1868-1874, 1880-1885, February-July 1886 and 1892-1894).",46309,46673,129734,114.0,6.0,15.0,2.0,0.5,23.0,93.0,7.0,17.0,0.0,0.5,13.0,0.82,1.17,1.13,0.25,0.5,0.57,8.29,5.93,0.72,7,5,0.71,11,14,1.27,0.9343730211257936,0,1,1,1,1,0,1,1,1,1,1,1,0
"Wind shear itself is a microscale meteorological phenomenon occurring over a very small distance, but it can be associated with mesoscale or synoptic scale weather features such as squall lines and cold fronts.",Effects on thunderstorms and severe weather,70325,70891,206291,210.0,7.0,16.0,8.0,0.25,33.0,43.0,4.0,3.0,3.0,0.25,6.0,0.2,0.57,0.19,0.38,0.25,0.18,10.42,9.47,0.91,13,8,0.62,14,11,0.79,0.4975867569446563,0,1,1,1,1,0,1,1,1,1,1,1,0
"It was first released for the PlayStation 2 in November 2006 and then for the Xbox 360 in April 2007, with additional content not originally in the PlayStation 2 version.","Guitar Hero II is a music video game, released for the PlayStation 2 on November 7, 2006 and the Xbox 360 on April 3, 2007.",143665,144798,283653,170.0,6.0,18.0,6.0,0.57,30.0,123.0,6.0,14.0,3.0,0.57,25.0,0.72,1.0,0.78,0.5,0.57,0.83,8.0,8.99,1.12,13,8,0.62,14,10,0.71,0.8419356346130371,1,1,1,1,1,0,1,1,1,1,1,1,0
The Danish Drakens are so far the heaviest of the series to have been in service.,Sweden,133775,134832,104691,81.0,4.0,6.0,4.0,0.07,16.0,6.0,0.0,0.0,1.0,0.07,1.0,0.07,0.12,0.08,0.25,0.07,0.06,9.63,8.59,0.89,7,8,1.14,6,7,1.17,0.1394567787647247,0,1,1,1,1,0,1,1,1,1,1,1,0
"On January 23, 1971, U Thant categorically announced that he would ""under no circumstances"" be available for a third term as secretary-general.","On January 23 1971 U Thant categorically announced that he would ""under no circumstances"" be available for a third term as Secretary-General.",28714,28945,46484,143.0,7.0,9.0,5.0,0.98,22.0,141.0,7.0,9.0,5.0,0.98,22.0,0.99,1.0,1.0,1.0,0.98,1.0,8.1,8.1,1.0,13,13,1.0,14,14,1.0,0.8882505297660828,1,1,1,1,1,0,1,1,1,1,1,1,0
"Mellor first came to the public's attention in 1990, when he played Ben Rowlingson in the children's program Children's Ward.","Mellor first started acting in 1990, when he acted as Ben Rowlingson in the children's program Children's Ward.",165898,167208,87966,125.0,6.0,11.0,4.0,0.85,20.0,111.0,8.0,7.0,7.0,0.85,18.0,0.89,1.33,0.64,1.75,0.85,0.9,7.9,8.87,1.12,9,9,1.0,14,12,0.86,0.9296587109565736,1,1,1,1,1,0,1,1,1,1,1,1,0
The storm developed from a non-tropical area of low pressure that was tracked for five days before developing in the eastern Gulf of Mexico on August 14.,The storm was created from a non-tropical area of low pressure that was tracked for five days before developing in the eastern Gulf of Mexico on August 14.,32905,33165,274998,153.0,9.0,7.0,5.0,0.95,27.0,155.0,9.0,7.0,5.0,0.95,28.0,1.01,1.0,1.0,1.0,0.95,1.04,8.49,8.49,1.0,13,13,1.0,14,14,1.0,0.9854394793510436,1,1,1,1,1,0,1,1,1,1,1,1,0
"For the role of Simon's sister, River Tam, Whedon called in Summer Glau for an audition and test the same day.","For the role of Simon's sister, Whedon called in Summer Glau for an audition and test the same day.",70759,71333,2442,110.0,6.0,12.0,3.0,0.95,21.0,99.0,6.0,9.0,3.0,0.95,19.0,0.9,1.0,0.75,1.0,0.95,0.9,9.43,8.72,0.92,8,7,0.88,9,8,0.89,0.9673075079917908,1,1,1,1,1,0,1,1,1,1,1,1,0
"Besides businessmen and politicians, the region also attracts mystics and there are several syncretic or spiritualistic temples mainly near nature here.",This has caused many people to live in cities around Brasília.,122579,123547,51103,152.0,4.0,8.0,10.0,0.34,21.0,62.0,5.0,4.0,0.0,0.34,11.0,0.41,1.25,0.5,0.05,0.34,0.52,9.93,7.55,0.76,13,2,0.15,14,6,0.43,0.3580681085586548,0,1,1,1,1,0,1,1,1,1,1,1,0
"January 12 - STS-61-C: Space Shuttle Columbia is launched with the first Hispanic-American astronaut, Dr. Franklin Chang-Diaz.","January 12 - Space shuttle Columbia is launched with the first Hispanic-American astronaut, Dr. Franklin R. Chang-Diaz.",184475,185934,171597,126.0,4.0,13.0,5.0,0.94,17.0,119.0,5.0,14.0,5.0,0.94,17.0,0.94,1.25,1.08,1.0,0.94,1.0,9.75,9.15,0.94,12,12,1.0,14,14,1.0,0.9696668386459352,1,1,1,1,1,0,1,1,1,1,1,1,0
"When something has no color, it is colorless.","When something has no color, it is colourless.",19102,19258,110146,45.0,3.0,5.0,1.0,0.99,8.0,46.0,3.0,5.0,1.0,0.99,8.0,1.02,1.0,1.0,1.0,0.99,1.0,7.72,7.92,1.03,5,4,0.8,5,6,1.2,1.0,1,1,1,1,1,0,1,1,1,1,1,1,0
His career was then interrupted by the Second World War.,He fought in the Second World War.,167269,168592,185277,56.0,3.0,4.0,2.0,0.64,10.0,34.0,3.0,4.0,0.0,0.64,7.0,0.61,1.0,1.0,0.25,0.64,0.7,7.53,7.74,1.03,6,0,0.0,6,1,0.17,0.7198205590248108,0,1,1,1,1,0,1,1,1,1,1,1,0
"Thomas Woodrow Wilson (December 28, 1856 - February 3, 1924) was the 28th President of the United States from 1913 to 1921.","Thomas Woodrow Wilson (December 28, 1856 â ""February 3, 1924) was born in Virginia and grew up in Georgia. He was the president of the United States of America between 1913 and 1921.",3508,3531,162164,123.0,4.0,12.0,2.0,0.74,22.0,90.5,5.0,7.0,4.0,0.74,16.5,0.74,1.25,0.58,2.0,0.74,0.75,8.22,7.92,0.96,9,7,0.78,12,8,0.67,0.9207066297531128,1,1,1,1,1,0,1,1,1,1,1,1,0
Both districts were merged in the communal reform of 1994.,Both districts were merged in the local government changes of 1994.,64323,64854,276625,58.0,4.0,3.0,3.0,0.8,10.0,67.0,4.0,4.0,2.0,0.8,11.0,1.16,1.0,1.33,0.67,0.8,1.1,9.0,8.42,0.94,5,5,1.0,7,8,1.14,0.9307647347450256,1,1,1,1,1,0,1,1,1,1,1,1,0
"The flowers of jambul are fragrant and small, about 5 mm in diameter.","The fragrant flowers of Jamun are small, nearly 5 millimetres in diameter.",60945,61449,109173,69.0,3.0,7.0,4.0,0.69,13.0,74.0,3.0,5.0,5.0,0.69,12.0,1.07,1.0,0.71,1.25,0.69,0.92,9.34,10.32,1.1,7,10,1.43,6,9,1.5,0.7649313807487488,1,1,1,1,1,0,1,1,1,1,1,1,0
"Main sights The island houses the remains of a Roman villa of Domitius Ahenobarbus (1st-2nd centuries), in the area of Giglio Porto.","How the island was The island houses the remains of a Roman villa of Domitius Ahenobarbus (1st-2nd centuries), in the area of Giglio Porto.",175064,176452,139935,132.0,8.0,18.0,8.0,0.92,22.0,139.0,8.0,18.0,8.0,0.92,24.0,1.05,1.0,1.0,1.0,0.92,1.09,10.69,10.69,1.0,11,12,1.09,13,13,1.0,0.9554284811019896,1,1,1,1,1,0,1,1,1,1,1,1,0
"Louis IX (25 April 1214 - 25 August 1270), commonly Saint Louis, was King of France from 1226 until his death.","Saint Louis IX (25 April 1214 - 25 August 1270), also called Saint Louis, was King of France from 1226 to his death.",10335,10416,140311,110.0,5.0,15.0,1.0,0.88,21.0,116.0,6.0,12.0,0.0,0.88,23.0,1.05,1.2,0.8,0.5,0.88,1.1,8.14,8.02,0.99,6,6,1.0,10,10,1.0,0.9665863513946532,1,1,1,1,1,0,1,1,1,1,1,1,0
WrestleMania 2000 (chronologically known as WrestleMania XVI) was the sixteenth annual WrestleMania professional wrestling pay-per-view produced by the World Wrestling Federation (WWF).,WrestleMania 2000 was the sixteenth yearly WrestleMania professional wrestling pay-per-view produced by the World Wrestling Federation (WWF).,83576,84255,191214,185.0,7.0,9.0,7.0,0.84,22.0,141.0,6.0,9.0,6.0,0.84,17.0,0.76,0.86,1.0,0.86,0.84,0.77,10.28,9.97,0.97,13,12,0.92,14,14,1.0,0.949645459651947,1,1,1,1,1,0,1,1,1,1,1,1,0
"Wesley Carter ""Wes"" Welker (born May 1, 1981 in Oklahoma City, Oklahoma) is an American football wide receiver for the New England Patriots of the National Football League.","Wesley Carter Welker (born May 1 1981, in Oklahoma City, Oklahoma) is an American football wide receiver for the New England Patriots of the National Football League.",199624,201179,209530,172.0,6.0,13.0,7.0,0.98,28.0,166.0,6.0,13.0,7.0,0.98,27.0,0.97,1.0,1.0,1.0,0.98,0.96,8.64,8.59,0.99,13,13,1.0,14,14,1.0,0.9700499773025512,1,1,1,1,1,0,1,1,1,1,1,1,0
It was developed under the title The Next Big Thing by Media Molecule and was published by Sony Computer Entertainment Europe.,It was made under the title 'The Next Big Thing' by Media Molecule and was published by Sony Computer Entertainment Europe.,155600,156838,215050,126.0,4.0,13.0,7.0,0.96,21.0,123.0,6.0,15.0,6.0,0.96,21.0,0.98,1.5,1.15,0.86,0.96,1.0,8.37,8.37,1.0,13,12,0.92,13,12,0.92,0.942698895931244,1,1,1,1,1,0,1,1,1,1,1,1,0
There was no Reward Challenge due to tribal swap.,There was no Reward Challenge due to tribal switch.,118937,119878,289708,49.0,4.0,4.0,2.0,0.94,9.0,51.0,4.0,4.0,2.0,0.94,9.0,1.04,1.0,1.0,1.0,0.94,1.0,9.25,9.1,0.98,3,3,1.0,4,6,1.5,0.976928174495697,1,1,1,1,1,0,1,1,1,1,1,1,0
"Although only a few bones are known from the hindlimb, they indicate that Dromaeosaurus was a powerfully built animal.","Although only a few bones are known from the hind limb, they indicate that Dromaeosaurus was a powerfully built animal.",160119,161388,148118,118.0,4.0,6.0,4.0,1.0,19.0,119.0,4.0,7.0,4.0,1.0,20.0,1.01,1.0,1.17,1.0,1.0,1.05,10.3,10.15,0.99,10,10,1.0,13,12,0.92,0.9752492904663086,1,1,1,1,1,0,1,1,1,1,1,1,0
"Gerald William ""Jerry"" Trainor (born January 21, 1977) is an American actor, comedian and voice actor, widely known for playing Spencer Shay on iCarly.","Gerald William ""Jerry"" Trainor (born January 21, 1977) is an American actor, comedian and voice actor. He has appeared in shows like T.U.F.F Puppy and Spencer Shay in iCarly.",85868,86565,269382,151.0,7.0,8.0,8.0,0.83,24.0,86.5,6.0,8.0,7.0,0.83,14.5,0.57,0.86,1.0,0.88,0.83,0.6,9.46,9.6,1.01,13,6,0.46,14,7,0.5,0.9302486777305604,1,1,1,1,1,0,1,1,1,1,1,1,0
"Historic Scotland (Scottish Gaelic: Alba Aosmhòr) is an executive agency of the Scottish Government, responsible for historic monuments in Scotland.","As an arm of government, Historic Scotland has similar functions to its counterparts in other parts of the United Kingdom:",83879,84560,13012,148.0,6.0,8.0,9.0,0.43,20.0,122.0,7.0,8.0,5.0,0.43,20.0,0.82,1.17,1.0,0.56,0.43,1.0,9.39,8.1,0.86,13,11,0.85,14,13,0.93,0.7544931173324585,0,1,1,1,1,0,1,1,1,1,1,1,0
"Notation Division is often shown in algebra and science by placing the dividend over the divisor with a horizontal line, also called a vinculum or fraction bar, between them.","Notation Division is most often shown by placing the dividend over the divisor with a horizontal line, also called a vinculum, between them.",134542,135604,25496,174.0,5.0,18.0,10.0,0.86,29.0,140.0,5.0,14.0,7.0,0.86,23.0,0.8,1.0,0.78,0.7,0.86,0.79,9.58,9.99,1.04,13,13,1.0,14,14,1.0,0.8386131525039673,1,1,1,1,1,0,1,1,1,1,1,1,0
"The town was granted a Royal Charter in 1450, making the Town of Strathaven a burgh of barony.",Strathaven Rugby Club,30124,30360,173768,94.0,5.0,7.0,2.0,0.26,18.0,21.0,1.0,2.0,1.0,0.26,3.0,0.22,0.2,0.29,0.5,0.26,0.17,10.59,10.89,1.03,6,1,0.17,8,10,1.25,0.291055679321289,0,1,1,1,1,0,1,1,1,1,1,1,0
"With a population of 464,678 inhabitants as of the, it is Argentina's 8th largest city.","It has a population of over 464,678 inhabitants.",215503,217186,56876,87.0,5.0,11.0,3.0,0.58,15.0,48.0,5.0,3.0,2.0,0.58,8.0,0.55,1.0,0.27,0.67,0.58,0.53,8.88,10.4,1.17,8,9,1.12,9,7,0.78,0.6492229700088501,1,1,1,1,1,0,1,1,1,1,1,1,0
A large part of Romania's border with Serbia and Bulgaria is formed by the Danube.,Most of Romania's border with Serbia and Bulgaria is made by the Danube.,205699,207304,143937,82.0,6.0,10.0,4.0,0.87,15.0,72.0,6.0,10.0,4.0,0.87,13.0,0.88,1.0,1.0,1.0,0.87,0.87,9.34,9.4,1.01,7,7,1.0,7,7,1.0,0.9016410708427428,1,1,1,1,1,0,1,1,1,1,1,1,0
"Miki is also the vice president of Shinshuren, the Federation of New Religious Organizations of Japan.","Miki is also the vice president of Shinshuren, Federation of New Religious Organizations of Japan.",214193,215867,241055,102.0,8.0,4.0,6.0,0.98,16.0,98.0,8.0,4.0,6.0,0.98,15.0,0.96,1.0,1.0,1.0,0.98,0.94,9.54,9.54,1.0,13,13,1.0,12,12,1.0,0.9831693768501282,1,1,1,1,1,0,1,1,1,1,1,1,0
The Orders in Council against trade which Perceval had instituted in 1807 became unpopular in the winter of 1811 with Luddite riots breaking out.,The Orders in Council against trade which Perceval had written in 1807 became unpopular. In the winter of 1811 the Luddite riots started.,18130,18273,182955,145.0,4.0,11.0,8.0,0.89,24.0,68.0,6.0,11.0,7.0,0.89,11.5,0.47,1.5,1.0,0.88,0.89,0.48,9.94,9.76,0.98,13,7,0.54,14,8,0.57,0.901065230369568,1,1,1,1,1,0,1,1,1,1,1,1,0
"Significant flooding resulted in much of eastern Florida, along with some wind damage.","High amounts of flooding happened in much of eastern Florida, along with some wind damage.",196653,198183,39878,86.0,5.0,7.0,4.0,0.85,13.0,90.0,5.0,7.0,3.0,0.85,15.0,1.05,1.0,1.0,0.75,0.85,1.15,8.48,8.15,0.96,11,7,0.64,12,10,0.83,0.926595151424408,1,1,1,1,1,0,1,1,1,1,1,1,0
BÃ alencourt is a commune in the Pas-de-Calais department in the Nord-Pas-de-Calais region of France.,BÃ alencourt is a commune. It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France.,136130,137206,171572,101.0,8.0,9.0,4.0,0.73,15.0,63.0,9.0,7.0,4.0,0.73,10.5,0.62,1.12,0.78,1.0,0.73,0.7,10.76,10.64,0.99,10,6,0.6,13,8,0.62,0.955774426460266,1,1,1,1,1,0,1,1,1,1,1,1,0
Pripev: Èto yest 'nash posledniy I reshitel' niy boy.,Eto yest 'nash poslyedniy I reshityel' nyy boy.,83155,83830,271859,53.0,5.0,5.0,2.0,0.86,9.0,47.0,3.0,3.0,2.0,0.86,8.0,0.89,0.6,0.6,1.0,0.86,0.89,14.51,13.84,0.95,2,3,1.5,7,6,0.86,0.8547617197036743,1,1,1,1,1,0,1,1,1,1,1,1,0
"Eugene Joseph ""Gene"" McCarthy (March 29, 1916 - December 10, 2005) was an American politician, poet, and a long-time member of the United States Congress from Minnesota.","Eugene Joseph ""Gene"" McCarthy (March 29, 1916 â ""December 10, 2005) was a United States senator from Minnesota.",186152,187622,105677,169.0,7.0,12.0,6.0,0.74,27.0,111.0,3.0,13.0,4.0,0.74,18.0,0.66,0.43,1.08,0.67,0.74,0.67,8.52,9.22,1.08,12,9,0.75,14,12,0.86,0.92851322889328,1,1,1,1,1,0,1,1,1,1,1,1,0
"In 2005, Vitamin C's cover of the 1980s hit ""Voices Carry"" by'Til Tuesday was included on the soundtrack for the Disney superhero comedy movie Sky High.",Scary Movie 2 (/O2001/O) (voice only),183480,184935,187862,152.0,7.0,10.0,7.0,0.18,26.0,37.0,2.0,8.0,0.0,0.18,6.0,0.24,0.29,0.8,0.07,0.18,0.23,9.25,10.28,1.11,12,1,0.08,14,7,0.5,0.2944459021091461,0,1,1,1,1,0,1,1,1,1,1,1,0
"It is found in Cameroon, Ivory Coast, Ghana, Liberia, Nigeria, Togo, possibly Benin, possibly Equatorial Guinea, and possibly Sierra Leone.","It is found in Cameroon, Ivory Coast, Ghana, Liberia, Nigeria, Togo. It is also sometimes found in Benin, Equatorial Guinea and Sierra Leone.",107969,108831,47079,139.0,11.0,5.0,5.0,0.82,20.0,70.0,7.0,4.0,4.0,0.82,11.5,0.5,0.64,0.8,0.8,0.82,0.57,9.99,9.95,1.0,11,4,0.36,14,9,0.64,0.9419686198234558,1,1,1,1,1,0,1,1,1,1,1,1,0
"Zwijndrecht is both a village and a municipality located in the Flemish province of Antwerp, in Belgium.",Zwijndrecht is a municipality located in the Belgian province of Antwerp.,51561,51977,41021,104.0,7.0,12.0,6.0,0.77,17.0,73.0,6.0,3.0,5.0,0.77,11.0,0.7,0.86,0.25,0.83,0.77,0.65,10.19,9.92,0.97,12,12,1.0,12,11,0.92,0.8634704947471619,1,1,1,1,1,0,1,1,1,1,1,1,0
"FrÃ dÃ ric Leclercq (born June 23, 1978 in France) is the bassist and backing vocalist for power metal band DragonForce and the guitarist\/vocalist in his own band, Maladaptive.","FrÃ dÃ ric Leclercq (born June 23, 1978 in France) is the bassist for power metal band DragonForce and plays in his own band, Maladaptive, where he sings and plays guitar.",36210,36500,292262,177.0,9.0,13.0,6.0,0.78,29.0,171.0,7.0,13.0,4.0,0.78,31.0,0.97,0.78,1.0,0.67,0.78,1.07,12.58,12.11,0.96,12,12,1.0,14,14,1.0,0.9159294962882996,1,1,1,1,1,0,1,1,1,1,1,1,0
"Their most successful song was ""Ride Captain Ride"" in the last half of 1970, which reached # 4 on the both the Billboard Hot 100 and the Canadian RPM magazine charts.","The Blues Image was a late 1960s rock band formed in Tampa, Florida in 1966, and their only hit was the song ""Ride, Captain, Ride"".",88715,89423,247016,166.0,5.0,14.0,2.0,0.42,31.0,131.0,5.0,18.0,3.0,0.42,25.0,0.79,1.0,1.29,1.5,0.42,0.81,8.97,8.83,0.98,12,8,0.67,14,11,0.79,0.629156768321991,0,1,1,1,1,0,1,1,1,1,1,1,0
"His second marriage, in 1938 to Helene Schultz Teltsch, originally from Prague, was much happier, and lasted until his death.",In 1938 he married Helene Schultz Teltsch. Their marriage lasted until his death.,205666,207271,222928,125.0,4.0,13.0,4.0,0.62,20.0,40.0,3.0,3.0,2.0,0.62,6.5,0.32,0.75,0.23,0.5,0.62,0.33,9.54,10.03,1.05,10,4,0.4,14,7,0.5,0.5537314414978027,1,1,1,1,1,0,1,1,1,1,1,1,0
